contract_address,chain,protocol,method_id,method,absolute_executions,%,cum %
0x45f1a95a4d3f3836523f5c83673c797f4d4d263b,base,stargate,?,bridge swap,108,0.06%,54.00%
0xc873fecbd354f5a56e00e710b90ef4201db2448d,arb,camelot,0xac3893ba,swap,108,0.06%,54.05%
0xadb9d68c613df4aa363b42161e1282117c7b9594,arb,dolomite,0xbc6efe31,,108,0.06%,54.11%
0x7fe65642dc2c94710d9a7c66b986577b6a907b64,op,bakedbeanmgmt,0x608d60eb,,107,0.06%,54.16%
0xe4750593d1fc8e74b31549212899a72162f315fa,base,baseswap,0xaff6cbf1,,107,0.06%,54.22%
0xa5f158e596d0e4051e70631d5d72a8ee9d5a3b8a,eth,?,0x64617461,,106,0.06%,54.27%
0xf407009ea759728e4349cca85292739347df9196,base,throne exchange,0x5ae401dc,,106,0.06%,54.33%
0x327df1e6de05895d2ab08513aadd9313fe505d86,base,pancakeswap,0x791ac947,swap,105,0.05%,54.38%
0x1b24cae1de08ec8b3ce0c55f9ee30db747fd72ae,arb,mozaic,0x968b3e59,,105,0.05%,54.44%
0x009a0b7c38b542208936f1179151cd08e2943833,linea,layerbank,0x4b8a3529,borrow,105,0.05%,54.49%
0x7043e4e1c4045424858ecbced80989feafc11b36,matic,azuro,0x161d0770,withdrawPayout,105,0.05%,54.55%
0x41c914ee0c7e1a5edcd0295623e6dc557b5abf3c,op,velodrome,0x666256aa,,104,0.05%,54.60%
0x1a0ad011913a150f69f6a19df447a0cfd9551054,eth,zora bridge,0xe9e05c42,,104,0.05%,54.66%
0x4bba932e9792a2b917d47830c93a9bc79320e4f7,zksync,odos,0x83bd37f9,,104,0.05%,54.71%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,aerodrome,0x903638a4,swap,104,0.05%,54.76%
0xdd94018f54e565dbfc939f7c44a16e163faab331,arb,odos,0xf17a4546,,103,0.05%,54.82%
0x60d84044e916ac1a22981da23058591193de3afc,arb,conic?,0x441a3e70,,103,0.05%,54.87%
0x764fa09d0b3de61eed242099bd9352c1c61d3d27,arb,dopex,0x32f530a7,,101,0.05%,54.92%
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,arb,lifi,0x1fd8010c,,100,0.05%,54.97%
0x99f1396495cceaffe82c9e22b8a6ceb9c6b9336d,arb,-,0x64617461,-,100,0.05%,55.03%
0xa3a3646132f71fb8ad8b40479aab8a8eba249797,arb,gnd protocol,0xe2bbb158,,100,0.05%,55.08%
0x5422aa06a38fd9875fc2501380b40659feebd3bb,arb,camelot,0x39f7df5f,,99,0.05%,55.13%
0x45a01e4e04f14f7a4a6702c74187c5f6222033cd,avax,stargate,0x9fbf10fc,,99,0.05%,55.18%
0xa062ae8a9c5e11aaa026fc2670b0d65ccc8b2858,op,velodrome router,0x5a47ddc3,deposit,98,0.05%,55.23%
0xe5cf7ec83ba94c4adf833d7dcdb800a53f28410e,base,aerodrome,0xc00007b0,claim,98,0.05%,55.28%
0x0e1f20075c90ab31fc2dd91e536e6990262cf76d,matic,merkly refuel,0x126928c4,,97,0.05%,55.33%
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,matic,uniswap,0x3593564c,swap,97,0.05%,55.38%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,aerodrome,0x88cd821e,swap,95,0.05%,55.43%
0x00b2149d89677a5069ed4d303941614a33700146,base,aerodrome,0xc00007b0,claim,94,0.05%,55.48%
0x41bf39033c732f884a52ddf38f647ad63457ceec,arb,-,0x64617461,-,94,0.05%,55.53%
0xb67c152e69217b5acb85a2e19df13423351b0e27,op,pika protocol,0x8e153bc4,,94,0.05%,55.58%
0xb099ed146fad4d0daa31e3810591fc0554af62bb,avax,bogged finance,0x2550c1da,,93,0.05%,55.63%
0xc36442b4a4522e871399cd717abdd847ab11fe88,eth,uniswap v3 positions nft,0x88316456,,93,0.05%,55.68%
0x3a1d0952809f4948d15ebce8d345962a282c4fcb,bsc,thena,0xc991866d,,93,0.05%,55.72%
0xa78cd820b198a943199deb0506e77d655b5078cc,op,pika protocol,0xc17c24a4,,93,0.05%,55.77%
0xedd118e091eee0e7fa9eeb9b4db717518f56cb15,op,?,0x06e75722,?,93,0.05%,55.82%
0x0a88bc5c32b684d467b43c06d9e0899efeaf59df,arb,-,0x64617461,-,92,0.05%,55.87%
0xec2432a227440139ddf1044c3fea7ae03203933e,eth,blur staking,0x2e1a7d4d,,92,0.05%,55.92%
0xf9ddd38a4e0c3237563dbb651d1a155551e54ad6,op,velodrome,0xc00007b0,claim,92,0.05%,55.96%
0x794a61358d6845594f94dc1db02a252b5b4814ad,arb,aave,0x8e19899e,,91,0.05%,56.01%
0x06eb48763f117c7be887296cdcdfad2e4092739c,base,stargate,0xe2bbb158,,90,0.05%,56.06%
0x7e7a0e201fd38d3adaa9523da6c109a07118c96a,base,synapse,0xc2288147,,90,0.05%,56.10%
0xf6a94dfd0e6ea9ddfdffe4762ad4236576136613,eth,?,0xf0210929,?,90,0.05%,56.15%
0x29469395eaf6f95920e59f858042f0e28d98a20b,eth,blur blend,0xbe5898ff,,89,0.05%,56.20%
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,arb,lifi,0xbe1eace7,,89,0.05%,56.24%
0xd7ba4057f43a7c4d4a34634b2a3151a60bf78f0d,op,merkly refuel,0x126928c4,,89,0.05%,56.29%
0x6dd28c2c5b91dd63b4d4e78ecac7139878371768,zksync,merkly,0x1249c58b,,89,0.05%,56.34%
0xa26c2a6bfec5512c13ae9eacf41cb4319d30ccf0,matic,pearl exchange,0x7ac09bf7,,89,0.05%,56.38%
0x1111111254760f7ab3f16433eea9304126dcd199,op,1inch,0x7c025200,,88,0.05%,56.43%
0x2ec705d306b51e486b1bc0d6ebee708e0661add1,eth,?,0x791ac947,swap,87,0.05%,56.47%
0x4dea9e918c6289a52cd469cac652727b7b412cd2,op,stargate,0xe2bbb158,,87,0.05%,56.52%
0x3a1d0952809f4948d15ebce8d345962a282c4fcb,bsc,thena,0xc2b79e98,,87,0.05%,56.56%
0x1b02da8cb0d097eb8d57a175b88c7d8b47997506,arb,sushiswap,0x18cbafe5,swap,87,0.05%,56.61%
0xaccba5e852ab85e5e3a84bc8e36795bd8cec5c73,matic,pearl finance,0x7715ee75,claim,86,0.04%,56.65%
0xfc6a933a32aa6a382ea06d699a8b788a0bc49fcb,arb,?,0xddd5e1b2,?,86,0.04%,56.70%
0x1181d7be04d80a8ae096641ee1a87f7d557c6aeb,zksync,-,0x852a12e3,-,86,0.04%,56.74%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,0x,0xa578efaf,,85,0.04%,56.79%
0x1111111254eeb25477b68fb85ed929f73a960582,op,1inch,0xe449022e,,85,0.04%,56.83%
0x1111111254eeb25477b68fb85ed929f73a960582,base,1inch,0x12aa3caf,,85,0.04%,56.88%
0xcc25c0fd84737f44a7d38649b69491bbf0c7f083,matic,,0xf41766d8,,85,0.04%,56.92%
0xa062ae8a9c5e11aaa026fc2670b0d65ccc8b2858,op,velodrome,0x0dede6c4,withdraw,84,0.04%,56.96%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,eth,seaport,0xb3a34c4c,,84,0.04%,57.01%
0xf8b59f3c3ab33200ec80a8a58b2aa5f5d2a8944c,zksync,,0x5ae401dc,,84,0.04%,57.05%
0x76c48576822cd955c320f5d5a163e738dbfecc01,base,aerodrome,0xc00007b0,claim,83,0.04%,57.09%
0x742b70151cd3bc7ab598aaff1d54b90c3ebc6027,eth,,0x312ff839,,83,0.04%,57.14%
0x32400084c286cf3e17e7b677ea9583e60a000324,eth,,0xeb672419,,83,0.04%,57.18%
0x535ec56479892d9c02fe2bb86cebf7ed62e81131,arb,,0xe2bbb158,,82,0.04%,57.22%
0x7043e4e1c4045424858ecbced80989feafc11b36,matic,,0x7e9488f6,,82,0.04%,57.26%
0x3caae25ee616f2c8e13c74da0813402eae3f496b,arb,,0x1c75e369,,82,0.04%,57.31%
0xc873fecbd354f5a56e00e710b90ef4201db2448d,arb,camelot,0xb4822be3,swap,82,0.04%,57.35%
0xd7f1dd5d49206349cae8b585fcb0ce3d96f1696f,arb,,0x83d13e01,,82,0.04%,57.39%
0x0055485fca054d165fc0c7d836459722436544c1,eth,,0xa22cb465,,81,0.04%,57.43%
0xdb17de10b0afdf67ecc79636b7d3feb0ea230eed,arb,,0x0914e011,,81,0.04%,57.48%
0x858646372cc42e1a627fce94aa7a7033e7cf075a,eth,eigenlayer,0xe7a050aa,deposit,81,0.04%,57.52%
0x00000000007767d79f9f4aa1ff0d71b8e2e4a231,eth,,0xe94d4d93,,81,0.04%,57.56%
0x3f5129112754d4fbe7ab228c2d5e312b2bc79a06,base,,0x31279d3d,,81,0.04%,57.60%
0x764fa09d0b3de61eed242099bd9352c1c61d3d27,arb,dopex,0xac9650d8,multicall,80,0.04%,57.64%
0x009a0b7c38b542208936f1179151cd08e2943833,linea,layerbank,0xabdb5ea8,,80,0.04%,57.69%
0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,eth,,0x5ae401dc,,79,0.04%,57.73%
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,op,uniswap,0x3593564c,swap,79,0.04%,57.77%
0x45e15d1e4f92f28a916f4f2971ad9adc278e148b,arb,,0x4e71d92d,,79,0.04%,57.81%
0xf187cd690d1094e1b7c03a48915c1425e2043bbc,op,,0x9304c934,,78,0.04%,57.85%
0x00000f312c54d0dd25888ee9cdc3dee988700000,op,,0x065573f8,,78,0.04%,57.89%
0x10417734001162ea139e8b044dfe28dbb8b28ad0,arb,,0xdb6b5246,,78,0.04%,57.93%
0xed8b26d99834540c5013701bb3715fafd39993ba,eth,,0x78c77a24,,77,0.04%,57.97%
0x7573933eb12fa15d5557b74fdaff845b3baf0ba2,matic,,0x350f7198,,77,0.04%,58.01%
0xfc506aaa1340b4dedffd88be278bee058952d674,arb,,0x2646478b,,77,0.04%,58.05%
0xc32eb36f886f638fffd836df44c124074cfe3584,arb,,0xd44f70b4,,77,0.04%,58.09%
0x505d9c8d4f47031871bd8e6b9c5db74289ac9a74,matic,,0x379607f5,claim,77,0.04%,58.13%
0x427a8f2e608e185eece69aca15e535cd6c36aad8,op,,0x9dbb844d,,76,0.04%,58.17%
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,matic,,0x90411a32,swap,76,0.04%,58.21%
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,eth,,0xab9c4b5d,,76,0.04%,58.25%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,0x,0xdac748d4,,76,0.04%,58.29%
0xb4315e873dbcf96ffd0acd8ea43f689d8c20fb30,avax,,0x1a24f9a9,,76,0.04%,58.33%
0x000000000022d473030f116ddee9f6b43ac78ba3,arb,,0x0d58b1db,,75,0.04%,58.37%
0x9dda6ef3d919c9bc8885d5560999a3640431e8e6,arb,,0x5f575529,,75,0.04%,58.41%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,0x,0x77725df6,,75,0.04%,58.44%
0x38e68a37e401f7271568cecaac63c6b1e19130b4,eth,,0x095ea7b3,,75,0.04%,58.48%
0x7e64bc329796fc814e2ebccc23b8c3ddf91d79d3,op,,0x608d60eb,,75,0.04%,58.52%
0xe6338277bc9fde3e3993c5984753dd5a2a79fee1,base,,0x06e75722,,75,0.04%,58.56%
0xfc91f727333fbb224a6c78839463b0f372ece7d0,base,,0x64617461,,74,0.04%,58.60%
0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4,op,,0x3593564c,swap,74,0.04%,58.64%
0xcc5382fe1ecadbf18629c87b9c89a27b438889d4,arb,chronos,0xc2b79e98,,74,0.04%,58.68%
0x6352a56caadc4f1e25cd6c75970fa768a3304e64,op,,0x90411a32,,74,0.04%,58.71%
0x69811750c85e8c63b6a80db9c461c0c026641db8,eth,,0x64617461,,74,0.04%,58.75%
0xcf77a3ba9a5ca399b7c97c74d54e5b1beb874e43,base,aerodrome,0xb7e0d4c0,deposit,74,0.04%,58.79%
0xd5abe236d2f2f5d10231c054e078788ea3447dfc,eth,,0xd6febde8,,74,0.04%,58.83%
0x6694340fc020c5e6b96567843da2df01b2ce1eb6,arb,,0x095ea7b3,,73,0.04%,58.87%
0x9d4903f755fc12cded3012686c2064e98b84e6b7,arb,,0x33cfcd3b,,73,0.04%,58.91%
0x12ef10a4fc6e1ea44b4ca9508760ff51c647bb71,eth,,0x095ea7b3,,73,0.04%,58.94%
0xaccba5e852ab85e5e3a84bc8e36795bd8cec5c73,matic,,0x666256aa,,73,0.04%,58.98%
0xda4c3eb39707ad82ea7a31afd42bdf850fed8f41,base,,0x9caf2b97,,73,0.04%,59.02%
0x53bf833a5d6c4dda888f69c22c88c9f356a41614,arb,,0xc4de93a5,,72,0.04%,59.06%
0xfc91f727333fbb224a6c78839463b0f372ece7d0,eth,,0x64617461,,72,0.04%,59.09%
0x3110ef5f612208724ca51f5761a69081809f03b7,eth,,0x42842e0e,,72,0.04%,59.13%
0xaa58e77238f0e4a565343a89a79b4addd744d649,arb,,0x1249c58b,,72,0.04%,59.17%
0x83f20f44975d03b1b09e64809b757c47f942beea,eth,,0x6e553f65,,72,0.04%,59.21%
0xaa277cb7914b7e5514946da92cb9de332ce610ef,arb,,0xac9650d8,multicall,71,0.04%,59.24%
0x0b2c639c533813f4aa9d7837caf62653d097ff85,op,,0x095ea7b3,,71,0.04%,59.28%
0x83f20f44975d03b1b09e64809b757c47f942beea,eth,,0xba087652,,71,0.04%,59.32%
0x3154cf16ccdb4c6d922629664174b904d80f2c35,eth,,0x58a997f6,,71,0.04%,59.35%
0xfcd3842f85ed87ba2889b4d35893403796e67ff1,base,,0x5c11d795,,71,0.04%,59.39%
0x1e4b7a6b903680eab0c5dabcb8fd429cd2a9598c,matic,,0x02c5fcf8,,71,0.04%,59.43%
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,arb,,0x2298207a,,70,0.04%,59.46%
0x51318b7d00db7acc4026c88c3952b66278b6a67f,arb,,0x095ea7b3,,70,0.04%,59.50%
0x2de89c7a9902291ac9c4f81a8121be491e258aa9,base,,0x441a3e70,,70,0.04%,59.54%
0x64848eefbc2921102a153b08fa64536ae1f8e937,zksync,,0xa4d73041,,70,0.04%,59.57%
0xcce9d3f392c135dc038b147ca73ec496f7f89d93,linea,,0x183ff085,,70,0.04%,59.61%
0x8a75c6edd19d9a72b31774f1ee2bc45663d30733,base,,0xe2bbb158,,70,0.04%,59.65%
0x853d955acef822db058eb8505911ed77f175b99e,eth,,0x095ea7b3,,70,0.04%,59.68%
0xc36442b4a4522e871399cd717abdd847ab11fe88,arb,,0xac9650d8,multicall,70,0.04%,59.72%
0xf0d4c12a5768d806021f80a262b4d39d26c58b8d,eth,,0x5c9c18e2,,70,0.04%,59.75%
0x0c880f6761f1af8d9aa9c466984b80dab9a8c9e8,arb,,0x095ea7b3,,70,0.04%,59.79%
0x72ce9c846789fdb6fc1f34ac4ad25dd9ef7031ef,eth,,0xd2ce7d65,,70,0.04%,59.83%
0xef1eae0457e8d56a003d781569489bc5466e574b,bsc,,0x126928c4,,69,0.04%,59.86%
0xaf0d3001860a8599b2ad0d894022d6cc2fc3074d,op,,0x608d60eb,,69,0.04%,59.90%
0x9774558534036ff2e236331546691b4eb70594b1,arb,,0xe2bbb158,,69,0.04%,59.93%
0xb354b5da5ea39dadb1cea8140bf242eb24b1821a,eth,,0x095ea7b3,,69,0.04%,59.97%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,0x,0xf35b4733,,69,0.04%,60.01%
0x009a0b7c38b542208936f1179151cd08e2943833,linea,layerbank,0x96294178,,69,0.04%,60.04%
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,op,,0xa6886da9,,68,0.04%,60.08%
0x31f63a33141ffee63d4b26755430a390acdd8a4d,ftm,,0xac9650d8,multicall,68,0.04%,60.11%
0x8bbc42da742e9a5e0ee458a63be0bcd23f0b5912,eth,,0x64617461,,68,0.04%,60.15%
0x1370562aef5394097edaf8c6edf07a859e04e2db,matic,,0x64617461,,68,0.04%,60.18%
0xeae066c25106006fb386a3a8b1698a0cb6931c1a,base,aerodrome,0xc00007b0,claim,68,0.04%,60.22%
0x8731d54e9d02c286767d56ac03e8037c07e01e98,linea,,0x1114cd2a,,68,0.04%,60.25%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,eth,,0x706394d5,,68,0.04%,60.29%
0x1cfe94fc269178137a8247a5817a0495e3061b69,linea,,0xe0ccea9d,,68,0.04%,60.32%
0x316e992a96c1a6dafececea5ca4e6d37896b3cb9,arb,,0x379607f5,,68,0.04%,60.36%
0xd19d4b5d358258f05d7b411e21a1460d11b0876f,eth,,0x9f3ce55a,,68,0.04%,60.39%
0x4dea9e918c6289a52cd469cac652727b7b412cd2,op,,0x441a3e70,,68,0.04%,60.43%
0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82,bsc,,0x095ea7b3,,68,0.04%,60.47%
0x8933fedd98cbb482e27c41e1bd7216a4e42ebd39,arb,,0x095ea7b3,,68,0.04%,60.50%
0x3171632622d7385adfe295acab2e50ddf6df9616,matic,,0x379607f5,,67,0.03%,60.54%
0x08c7676680f187a31241e83e6d44c03a98adab05,eth,arkham airdrop,0x3d13f874,,67,0.03%,60.57%
0x794a61358d6845594f94dc1db02a252b5b4814ad,matic,,0x617ba037,,67,0.03%,60.60%
0xf4b1486dd74d07706052a33d31d7c0aafd0659e1,arb,,0x69328dec,,66,0.03%,60.64%
0xdef1abe32c034e558cdd535791643c58a13acc10,op,,0x415565b0,,66,0.03%,60.67%
0x06eb48763f117c7be887296cdcdfad2e4092739c,base,,0x441a3e70,,66,0.03%,60.71%
0xddd041ba10dd020958cac3fea0e19d1be7e289f6,arb,,0x2d81a78e,,66,0.03%,60.74%
0x154388a4650d63acc823e06ef9e47c1eddd3cbb2,arb,,0x095ea7b3,,66,0.03%,60.78%
0xa7d7079b0fead91f3e65f86e8915cb59c1a4c664,avax,,0x095ea7b3,,66,0.03%,60.81%
0xcb0477d1af5b8b05795d89d59f4667b59eae9244,eth,,0xa22cb465,,66,0.03%,60.84%
0xf01535a48517ce970011045518d8b6de0f72af21,base,,0x4e71d92d,,66,0.03%,60.88%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,eth,,0x5b34b966,,66,0.03%,60.91%
0xf05f0e4362859c3331cb9395cbc201e3fa6757ea,bsc,,0xb1a1a882,,66,0.03%,60.95%
0xd7aa2ddc413ca995c4714301ff54f5f507827eca,arb,,0x6606cc28,,65,0.03%,60.98%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,bsc,,0x415565b0,,65,0.03%,61.02%
0x7d43aabc515c356145049227cee54b608342c0ad,linea,,0x095ea7b3,,65,0.03%,61.05%
0xf8b1378579659d8f7ee5f3c929c2f3e332e41fd6,eth,,0x9f8420b3,,65,0.03%,61.08%
0x26f50a09fb6c7b4917f07947dab59be5d5064c22,eth,,0xddd5e1b2,,65,0.03%,61.12%
0x1111111254fb6c44bac0bed2854e76f90643097d,bsc,,0x7c025200,,64,0.03%,61.15%
0x794a61358d6845594f94dc1db02a252b5b4814ad,arb,,0xa415bcad,,64,0.03%,61.18%
0x2223f9fe624f69da4d8256a7bcc9104fba7f8f75,base,,0x095ea7b3,,64,0.03%,61.22%
0x24d73bca2bd9c3a61e99dfc7cb86d3c379ebded7,eth,,0x095ea7b3,,64,0.03%,61.25%
0xcf5540fffcdc3d510b18bfca6d2b9987b0772559,eth,,0x83bd37f9,,64,0.03%,61.28%
0xaaa6c1e32c55a7bfa8066a6fae9b42650f262418,arb,,0x095ea7b3,,64,0.03%,61.32%
0x1b02da8cb0d097eb8d57a175b88c7d8b47997506,arb,sushiswap,0xf305d719,,64,0.03%,61.35%
0x7246bc98791047378de9bd9cfdf050597a7efae8,arb,,0xe2bbb158,,64,0.03%,61.38%
0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,eth,,0x24856bc3,,64,0.03%,61.42%
0x4d88434edc8b7ffe215ec598c2290cdc6f58d12d,zksync,,0xf41766d8,,64,0.03%,61.45%
0x000000000022d473030f116ddee9f6b43ac78ba3,arb,,0x2a2d80d1,,64,0.03%,61.48%
0xc67e9efdb8a66a4b91b1f3731c75f500130373a4,arb,,0xb6b55f25,,63,0.03%,61.51%
0x89ae36e3b567b914a5e97e6488c6eb5b9c5d0231,arb,,0xbaa2abde,,63,0.03%,61.55%
0xda10009cbd5d07dd0cecc66161fc93d7c9000da1,op,,0x095ea7b3,,63,0.03%,61.58%
0x1111111254eeb25477b68fb85ed929f73a960582,arb,,0x2d9a56f6,,63,0.03%,61.61%
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,matic,,0xa94e78ef,,63,0.03%,61.65%
0x5e68be9a532eadf5edcbc2bec857d3d4b2e3aec5,polygon-zkevm,,0x59d16257,,63,0.03%,61.68%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,base,,0xe7acab24,,63,0.03%,61.71%
0x327df1e6de05895d2ab08513aadd9313fe505d86,base,pancakeswap,0xe8e33700,,62,0.03%,61.74%
0x4cf76043b3f97ba06917cbd90f9e3a2aac1b306e,base,uniswap,0xfb3bdb41,,62,0.03%,61.77%
0xc61d3c70cfc9dedaa090fdd0760eb9291253feff,arb,,0xdd467064,,62,0.03%,61.81%
0xdb8d79c775452a3929b86ac5deab3e9d38e1c006,eth,,0xfa2b068f,,62,0.03%,61.84%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,matic,,0x415565b0,,62,0.03%,61.87%
0x9e4fc4a5a0769ba74088856c229c4a1db2ea5a9e,arb,,0x48c54b9d,,62,0.03%,61.90%
0xdef171fe48cf0115b1d80b88dc8eab59176fee57,op,,0x54e3f31b,,62,0.03%,61.94%
0x78a087d713be963bf307b18f2ff8122ef9a63ae9,base,,0x095ea7b3,,62,0.03%,61.97%
0x8ce523cf1120d9b7703806c745b69663a2847504,arb,,0x48686626,,62,0.03%,62.00%
0x72c590349535ad52e6953744cb2a36b409542719,eth,,0xc5a62a99,,62,0.03%,62.03%
0xec2432a227440139ddf1044c3fea7ae03203933e,eth,,0xb6b55f25,,62,0.03%,62.06%
0xdef1c0ded9bec7f1a1670819833240f027b25eff,base,,0x415565b0,,62,0.03%,62.10%
0x20547341e58fb558637fa15379c92e11f7b7f710,arb,,0x095ea7b3,,62,0.03%,62.13%
0x5550d13389bb70f45fcef58f19f6b6e87f6e747d,eth,,0x2646478b,,61,0.03%,62.16%
0x4dbd4fc535ac27206064b68ffcf827b0a60bab3f,eth,,0x439370b1,,61,0.03%,62.19%
0x10393c20975cf177a3513071bc110f7962cd67da,arb,,0x095ea7b3,,61,0.03%,62.22%
0x76ba3ec5f5adbf1c58c91e86502232317eea72de,arb,,0x7fd7d062,,61,0.03%,62.26%
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,eth,lifi,0x1fd8010c,,61,0.03%,62.29%
0x17fc002b466eec40dae837fc4be5c67993ddbd6f,arb,,0x095ea7b3,,60,0.03%,62.32%
0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,ftm,,0x095ea7b3,,60,0.03%,62.35%
0x99a58482bd75cbab83b27ec03ca68ff489b5788f,eth,,0x9db4f7aa,,60,0.03%,62.38%
0x45f1a95a4d3f3836523f5c83673c797f4d4d263b,base,,0xc4de93a5,,60,0.03%,62.41%
0xdb3bb6d5a8eeeafc64c66c176900e6b82b23dd5f,linea,,0x1249c58b,,60,0.03%,62.44%
0x000000000022d473030f116ddee9f6b43ac78ba3,eth,,0x87517c45,,60,0.03%,62.47%
0x4200000000000000000000000000000000000006,op,,0x2e1a7d4d,,59,0.03%,62.50%
0x253553366da8546fc250f225fe3d25d0c782303b,eth,,0xf14fcbc8,,59,0.03%,62.54%
0xaa58e77238f0e4a565343a89a79b4addd744d649,arb,,0x51905636,,59,0.03%,62.57%
0x99d7534033edefe137b9a39163ddda36552974d0,zksync,,0xec715a31,,59,0.03%,62.60%
0x124b97a2310144c742104808743355202fd63e23,arb,,0x33818997,,59,0.03%,62.63%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,arb,,0xf2d12b12,,59,0.03%,62.66%
0x052ab3fd33cadf9d9f227254252da3f996431f75,arb,,0x996cba68,,59,0.03%,62.69%
0x009a0b7c38b542208936f1179151cd08e2943833,linea,layerbank,0xfa680561,,58,0.03%,62.72%
0x7d2768de32b0b80b7a3454c06bdac94a69ddc7a9,eth,,0x573ade81,,58,0.03%,62.75%
0xbbf1ee38152e9d8e3470dc47947eaa65dca94913,eth,,0xac9650d8,multicall,58,0.03%,62.78%
0xc873fecbd354f5a56e00e710b90ef4201db2448d,arb,camelot,0x5b0d5984,withdraw,58,0.03%,62.81%
0xebc85d44cefb1293707b11f707bd3cec34b4d5fa,arb,,0x8e2eba09,,58,0.03%,62.84%
0x5f45e48f9c053286ce9ca08db897f8b7eb3f7992,base,,0x095ea7b3,,58,0.03%,62.87%
0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,base,lifi,0x1fd8010c,,58,0.03%,62.90%
0xec8b0f7ffe3ae75d7ffab09429e3675bb63503e4,base,,0x3593564c,,57,0.03%,62.93%
0x539bde0d7dbd336b79148aa742883198bbf60342,arb,,0x095ea7b3,,57,0.03%,62.96%
0x3caae25ee616f2c8e13c74da0813402eae3f496b,arb,,0xa3908e1b,,57,0.03%,62.99%
0xe47bb08ff23bed7e5c67739c2d420b40188c6961,eth,,0x02327c0a,,57,0.03%,63.02%
0x1111111254fb6c44bac0bed2854e76f90643097d,eth,,0x2e95b6c8,,57,0.03%,63.05%
0xca423977156bb05b13a2ba3b76bc5419e2fe9680,op,,0x83bd37f9,,57,0.03%,63.08%
0xce16f69375520ab01377ce7b88f5ba8c48f8d666,arb,,0x846a1bc6,,57,0.03%,63.11%
0x5d22045daceab03b158031ecb7d9d06fad24609b,eth,,0x00aeef8a,,57,0.03%,63.14%
0xc5b001dc33727f8f26880b184090d3e252470d45,op,,0x095ea7b3,,56,0.03%,63.17%
0x8c1a3cf8f83074169fe5d7ad50b978e1cd6b37c7,base,,0x38ed1739,swap,56,0.03%,63.19%
0x00000000000000adc04c56bf30ac9d3c0aaf14dc,base,,0x00000000,,56,0.03%,63.22%
0x6131b5fae19ea4f9d964eac0408e4408b66337b5,base,kyberswap,0x8af033fb,,56,0.03%,63.25%
0xdb8d79c775452a3929b86ac5deab3e9d38e1c006,eth,,0x26c858a4,,56,0.03%,63.28%
0x49ad262c49c7aa708cc2df262ed53b64a17dd5ee,eth,,0xc660093d,,56,0.03%,63.31%
0xe0f63a424a4439cbe457d80e4f4b51ad25b2c56c,eth,,0x095ea7b3,,56,,
0x60c08737877a5262bdb1c1cac8fb90b5e5b11515,base,,0xb6b55f25,,56,,
0xdb3bb6d5a8eeeafc64c66c176900e6b82b23dd5f,linea,,0x51905636,,56,,
0x77b6f45a3dcf0493f1b9ac9874e5982ab526aa9e,arb,,0x32f530a7,,56,,
0xa062ae8a9c5e11aaa026fc2670b0d65ccc8b2858,op,velodrome,0x903638a4,swap,55,,
0xdef1c0ded9bec7f1a1670819833240f027b25eff,arb,,0xdac748d4,,55,,
0x9774558534036ff2e236331546691b4eb70594b1,arb,,0x441a3e70,,55,,
0xe0c38b2a8d09aad53f1c67734b9a95e43d5981c0,eth,,0x7c025200,,55,,
0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,arb,,0x71ee95c0,,54,,
0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a,arb,,0x095ea7b3,,54,,
0xa669e7a0d4b3e4fa48af2de86bd4cd7126be4e13,arb,,0x84a7f3dd,,54,,
0xd1a3abf42f9e66be86cfdea8c5c2c74f041c5e14,linea,,0x5b7d7482,,54,,
